,id,date,tweet,hashtags,username,place,geo,timezone
115,1452422911277649928,2021-10-25 07:53:01,confusing state inflation inputs byritholtz,[],ATBWealthCLG,,,800
116,1452422910908542982,2021-10-25 07:53:01,tried deflating inflation,[],EBorgnot,,,800
117,1452422893896339456,2021-10-25 07:52:57,key words yellen predicts inflation return normal second half finance money trading debtfree news currency globaltrade investment investing stockmarket wealth realestate markets economy,"['finance', 'money', 'trading', 'debtfree', 'news', 'currency', 'globaltrade', 'investment', 'investing', 'stockmarket', 'wealth', 'realestate', 'markets', 'economy']",PennyboisStock,,,800
118,1452422868415954947,2021-10-25 07:52:51,sleepy creepy turn back oil line lift regulations fossil fuel got rid quick think inflation thing go away,[],GolfLaddie,,,800
119,1452422790213095426,2021-10-25 07:52:32,bination raw material inflation weak consumer spending made third quarter brutal period china panies viabusiness,[],catkngai,,,800
120,1452422780696219648,2021-10-25 07:52:30,inflation see eth wallet thanks tolondexofficial,[],hollyhubbard_x,,,800
121,1452422778624245760,2021-10-25 07:52:29,already way inflation maybe read speak,[],1LuckyVirgo1,,,800
122,1452422769048788994,2021-10-25 07:52:27,former prime minister jean chretien says concerned future canada economy inflation near year high saying canada moving dark alley exactly sound like vote confidence justin trudeau,[],levinepmc,,,800
123,1452422763906404352,2021-10-25 07:52:26,problem government manipulators currency labour constantly losing value unless got raise year  close keeping inflation,[],haykeye13,,,800
124,1452422670608445452,2021-10-25 07:52:04,happens unrealized capital loss tax credits gt print money gt inflation sooo dumb,[],DielFactor,,,800
125,1452422654003015681,2021-10-25 07:52:00,true value saving fellow humans creating wealth building financial product earns yield inflation reducing velocity better price literally saving humans investing funds longevity research hex hex,['hex'],hexfridman,,,800
126,1452422629789364225,2021-10-25 07:51:54,inflation real look thelondexofficial charts,[],hollyhubbard_x,,,800
127,1452422616598421516,2021-10-25 07:51:51,herepgregmurphy even get inflation fuels  cohorts including business folk district concern inflation liberal thing,[],EL44766671,,,800
148,1364725694333394952,2021-02-25 07:55:35,saying increase minimum wage lead increase purchasing power going get eaten inflation,[],MadisonOscare,,,800
149,1364725605233737730,2021-02-25 07:55:14,big news rbnz inflation targeting central banks generally house prices accelerated many countries running,[],Manu_CB,,,800
150,1364725581997166592,2021-02-25 07:55:08,aside obvious disregard inflation amp cost living thune says businesses small towns survive narrow margins course also anyone working small town tell exploitative businesses barely scrape,[],tlesam,,,800
151,1364725569531768835,2021-02-25 07:55:05,sort money ludicrous sport still went afl grand final people family ticket event plus cheapest ticket inflation bitch people bear,[],punt_rd,,,800
152,1364725556382679042,2021-02-25 07:55:02,short march back inflation like today policy makers bigger worries prices spike crushed economy stimulus policy prove excessive economy normalizes risk inflation taken lightly,[],lonestarcan,,,800
153,1364725555548082180,2021-02-25 07:55:02,looked metal prices coinage long great example dilution coinage inflation causes,[],MarkWVick,,,800
154,1364725547775975432,2021-02-25 07:55:00,increasing interest rates unlikely fed goals maximum employment inflation achieved chairman jerome powell said,[],MyNews13,,,800
155,1364725475894042626,2021-02-25 07:54:43,third concern central regulation people ignore maximum inventory concept inflation happen right much trust humans,[],MimiIsHere4You,,,800
156,1364725474220417025,2021-02-25 07:54:43,congress rule debates media scams corruption violence terror inflation bjp rule modis education smriti iranis certificate beef humein chahiye azaadi poor farmers eating pizza enjoying massage cricket stadium names,[],I_Am_Raj_Nair,,,800
157,1364725418440331264,2021-02-25 07:54:29,senator familiar concept inflation,[],r4d1n,,,800
158,1364725378774929420,2021-02-25 07:54:20,gdp bro inflation rate exchange rate unemployment rate lending rate starters natural resources wealth like talented working craft get far,[],zaman_ijaz,,,800
159,1364725376019279877,2021-02-25 07:54:19,today show withjacobgoldstein thought decades govt careful much borrowed rates go inflation kick point past thinking changed,[],mdc,,,800
160,1364725288182112263,2021-02-25 07:53:58,inflation fears take back seat bank canada puts focus jobs recovery covid markets,"['covid19', 'markets']",MatthewDyck22,,,800
161,1364725251591012356,2021-02-25 07:53:50,remember time chickens got us mint printed tons money believe look cock inflation,[],TropicaIfire,,,800
162,1364725244402020354,2021-02-25 07:53:48,think conceptually least setting minimum wage percentage state median wage say indexing inflation makes sense,[],JamesSurowiecki,,,800
163,1364725173178441736,2021-02-25 07:53:31,clearly unaware concept inflation senator john thune everybody,[],BornEricG,,,800
164,1364725160033443840,2021-02-25 07:53:28,lolol maybe eli measuring discontinued measures cash economy measures savings deposits amp mutual funds still valuable forecasts inflation,[],unbanksyETH,,,800
165,1364725125761884162,2021-02-25 07:53:20,know whether laugh hysterically cry futility fed chair jerome powell says money printing lead inflation,[],Gershon64932392,,,800
166,1364725020593954816,2021-02-25 07:52:54,inflation increases united nations food amp agriculture organization said global meat prices january climbed fourth straight month since dec corn futures chicago risen soybeans,[],Gephart_Jeff,,,800
167,1364724997797916673,2021-02-25 07:52:49,shorts support fund things go right covering one good whiffs inflation bad news item pretty messy stress deal,[],lerwill_t,,,800
168,1364724973177171968,2021-02-25 07:52:43,commodities price surge raises fears overshoot inflation hedging bets pour fuel sector rally prices corn copper oil ft,[],sndwky,,,800
169,1364724952444907526,2021-02-25 07:52:38,senator know inflation works,[],22030Fairfax,,,800
170,1364724930751975427,2021-02-25 07:52:33,supply siders like fed governors wayne angell manley johnson suggested modity prices exchange rates yield curves warnings incipient inflation fed temper think new discovery still worth watching,[],AlanReynoldsEcn,,,800
171,1364724928205979650,2021-02-25 07:52:32,understanding relationship inflation oil price shock thanks recovery subsidies pms however exchange rate pass spare us oil market bearish oil inflation nigeria pms,"['oil', 'inflation', 'nigeria', 'pms']",Tope_Omosuyi,,,800
172,1364724815144382467,2021-02-25 07:52:05,explaining wage increases hurt businesses without factoring inflation brain worm shit,[],jawn_iver,,,800
173,1364724790012112898,2021-02-25 07:51:59,main recurring argument raising minimum wage really seems really understand inflation,[],TweetyCanuck,,,800
174,1364724744352915456,2021-02-25 07:51:49,goldmans stupid commodities growth surging oh inflation modest macro inflation ezerohedge,"['macro', 'inflation', 'fixedincome']",SeeThePivot,,,800
175,1364724721477066754,2021-02-25 07:51:43,australia private sector reaps billion bonus fears inflation might start get outta control,[],muz1238,,,800
176,1364724717450485761,2021-02-25 07:51:42,bitch look concept inflation,[],sheapforwheet,,,800
177,1364724709242322944,2021-02-25 07:51:40,remember time sonic fans artificially raised price dollar true look sonic inflation,[],LiteraIIyNeon,,,800
178,1364724703806566407,2021-02-25 07:51:39,pov blinded hating poor people forgot inflation exists,[],Alex4Rep,,,800
179,1364724688493010947,2021-02-25 07:51:35,political theatre min wage means sandwich costs gain nothing driving inflation small businesses pay hs students living home hour part time work,[],NotWorking77,,,800
180,1364724623061839874,2021-02-25 07:51:20,think depends transition managed relatively gradual heavily focused automation production impact relatively neutral change forced occur quickly due geopolitics etc inflation far likely,[],AvidCommentator,,,800
181,1364724568917614593,2021-02-25 07:51:07,dow closes near powell reinforces inflation message dc,['dc'],candidate7153,,,800
182,1364724555537780736,2021-02-25 07:51:04,agree kept cost living inflation years minimum wage close hour keep peeps like mitchie elaine bezos fuckerberg rest uber wealthy,[],WordsDawn,,,800
183,1364724505713668096,2021-02-25 07:50:52,school choice socioeconomic backgrounds amp races allowing parents ensure best education possible great equalizer spend  per student yr gov schools unreal inflation last yrs competition healthy across society makes everyone better,[],rational_please,,,800
184,1364724492405116929,2021-02-25 07:50:49,cool man heard inflation,[],stacher,,,800
185,1364724469592428544,2021-02-25 07:50:43,bigger inflation,[],macshlibber,,,800
186,1364724441972891651,2021-02-25 07:50:36,say without context inflation cost living real dumb hog turds americans believe sentiment,[],SoloMonk256,,,800
187,1364724403305545729,2021-02-25 07:50:27,good joke beta jb petrol prices increase hote hai tb inflation bhi barhti hai nonsense,[],NJ24989405,,,800
188,1364724398687723526,2021-02-25 07:50:26,years since making hour federal minimum wage higher afford pay employees minimum wage still inflation years bad business model,[],voidbrady,,,800
189,1364724396909281280,2021-02-25 07:50:26,telling us made  like gave damn inflation still making,[],Squisite1,,,800
190,1364724349752770563,2021-02-25 07:50:14,idea inflation purely intellectual entire generation moss eco asks toddlers even know interest rate,[],opinion,,,800
191,1364724325916565504,2021-02-25 07:50:09,finance bill check inflation nigeria minister,[],daily_nigerian,,,800
192,1364724263052333058,2021-02-25 07:49:54,either thinks stupid know inflation historic cost living really stupid sounds,[],lindashoare,,,800
193,1364724249479512067,2021-02-25 07:49:51,inflation exists suits republicans,[],deliciousboot,,,800
194,1364724218202628098,2021-02-25 07:49:43,roughly years later first job fry cook paid hr thankfully inflation increase cost living since,[],Ransombr,,,800
195,1364724039235813376,2021-02-25 07:49:00,help wonder powell regrets throwing little cold water market morning given today trading multiple chances tell everyone money spigots remain wide open inflation wrong message,[],StealthQE4,,,800
196,1364724036127780866,2021-02-25 07:49:00,statistics canada hastily revises inflation higher concerns methodology,[],LevitasConsult1,,,800
197,1364724025294004225,2021-02-25 07:48:57,greenback generally weaker across board losing steam versus nzd supported rbnz bulls weaker labor market fed indecision inflation fears merge clip optimistic bulls confident stronger economy months ahead trading,"['fed', 'trading']",CryptoAltum,,,800
198,1364724018083889153,2021-02-25 07:48:55,something tells inflation rise,[],JackieOLoveMe,,,800
199,1364724007866535937,2021-02-25 07:48:53,obamacare american people needs expanded help american people minimum wage american people really minimum wage kept inflation get program negativenellie,['negativenellie'],NSetnan,,,800
200,1364724002665734145,2021-02-25 07:48:52,velocity money increasing velocity circulation indicator transactions individuals occurring frequently high velocity indicates high degree inflation,[],MoonshineOTR,,,800
201,1364723982273028099,2021-02-25 07:48:47,old look inflation cost living increase,[],ajvgriff1987,,,800
202,1364723976166113287,2021-02-25 07:48:45,called inflation moron,[],r1chard07__,,,800
203,1364723872646402051,2021-02-25 07:48:21,til inflation exist calculate see dipshit,[],Worthless_Bums,,,800
204,1364723847807737858,2021-02-25 07:48:15,inflation ever hear rise cost living ever hear stop mendacity know lying,[],Ajijaakwe,,,800
205,1364723844523638788,2021-02-25 07:48:14,look guy understanding inflation today dollars hr like hr,[],Athryn,,,800
206,1364723820066705408,2021-02-25 07:48:08,started working minimum wage hr adjusted inflation born earning hr say earning equivalent hr okay senator owning free,[],Rockwell_Jamie,,,800
207,1364723780455591936,2021-02-25 07:47:59,every one drafts inflation draft,[],KrystleMatar,,,800
208,1364723753691860992,2021-02-25 07:47:52,also spending money equipment never used blown creates inflation,[],OrganaMeliflora,,,800
209,1364723703250972679,2021-02-25 07:47:40,dollar strength means rba buy gov debt gov gets spend election winning sugar hits gets lower dollar inflation,[],BryanSuisididel,,,800
210,1364723696317816832,2021-02-25 07:47:39,senator question inflation,[],alexander_4720,,,800
211,1364723694787055619,2021-02-25 07:47:38,remembered account inflation bet change thune,[],MondoDooder,,,800
212,1364723689820930051,2021-02-25 07:47:37,growth keep inflation cutting growth changing way calculate inflation absolutely counts cut social security increasing eligibility age resulted immediate future reduction benefit,[],jchook,,,800
213,1364723665045176321,2021-02-25 07:47:31,mittees filled management yes men keep bumping   inflation panies really sweat give employees raise standard cost living increase ends performance raise,[],Sg423Sg,,,800
214,1364723657935839235,2021-02-25 07:47:30,someone please explain inflation senior senator south dakota,[],Lauryn_Fanguen,,,800
215,1364723601258250240,2021-02-25 07:47:16,sitting us senator pretends know inflation,[],nilesh12412,,,800
216,1364723558556049410,2021-02-25 07:47:06,someone please explain inflation works asshat,[],ahmadmzaghal,,,800
217,1364723492441051138,2021-02-25 07:46:50,plz figure yrs nd many times ruled consistently years loan corruption economy inflation rate jobs edu health infrastructure security fp pare everything nd policy prev govmnts nd current gov idk anything plz let know,[],zeeshanChandia4,,,800
218,1364723425806327808,2021-02-25 07:46:34,sometimes even write one inflation draft,[],Angelaboord,,,800
