,id,date,tweet,hashtags,username,place,geo,timezone,parse_tweet
22,1364726217589415942,2021-02-25 07:57:40,goes inflation calculator anything taking less weeks take months,[],BHIndepMO,,,800,go inflation calculator anything take less week take month
23,1364726197226250242,2021-02-25 07:57:35,idiot john thune never heard inflation,[],Daedalus6,,,800,idiot john thune never hear inflation
24,1364726171573886977,2021-02-25 07:57:29,investors modities making collective wager government stimulus plus near zero interest rates fuel demand generate inflation amp weaken  dollar economy rebounds pandemic,[],DTradingAcademy,,,800,investor moditie make collective wager government stimulus plus near zero interest rate fuel demand generate inflation amp weaken   dollar economy rebound pandemic
25,1364726158294741004,2021-02-25 07:57:26,runaway inflation yet,[],AAugust1970,,,800,runaway inflation yet
26,1364726134814965761,2021-02-25 07:57:20,siri inflation,[],tresdessert,,,800,siri inflation
27,1364726133351186432,2021-02-25 07:57:20,republicans heard inflation livable wage party claims business market seem understand much economics,[],TwoBroadsTalk,,,800,republicans hear inflation livable wage party claim business market seem understand much economic
28,1364726121569411072,2021-02-25 07:57:17,disingenuous pablum say issue sure aware something called inflation matter base wants hear,[],Chiaguava1,,,800,disingenuous pablum say issue sure aware something call inflation matter base wants hear
29,1364726114187370496,2021-02-25 07:57:15,wall termine en hausse alors que powell fed rassure sur  inflation,[],JolicoeurNews,,,800,wall termine en hausse alors que powell fed rassure sur   inflation
30,1364726042829676544,2021-02-25 07:56:58,imagine elected senate seat understanding inflation,[],tek_sauce,,,800,imagine elect senate seat understand inflation
31,1364725950173249536,2021-02-25 07:56:36,wages kept inflation,[],pdogassassin,,,800,wage keep inflation
32,1364725870028546052,2021-02-25 07:56:17,bets high grade inflation goes criticism teachers incentives pupils honest holdouts going disadvantaged,[],trotter_alex,,,800,bet high grade inflation go criticism teacher incentive pupil honest holdout go disadvantage
33,1364725840408424451,2021-02-25 07:56:10,let think thissenjohnthune tweet born hr salary adjusted inflation fightfor minimumwage,"['fightfor15', 'minimumwage']",aaronklemz,,,800,let think thissenjohnthune tweet bear hr salary adjust inflation fightfor minimumwage
34,1364725732727922695,2021-02-25 07:55:44,okay instead set adjusted inflation,[],uspsveteran,,,800,okay instead set adjust inflation
35,1396979305083809795,2021-05-25 07:59:55,joe thirty five biden inflation plan taxes inflation enough pay obamacare netflix,"['obamacare', 'netflix']",DAVETANGO9,,,800,joe thirty five biden inflation plan tax inflation enough pay obamacare netflix
36,1396979236477407233,2021-05-25 07:59:39,furthermore inflation almost certainly higher next years last years see look money supply velocity analysis look key macro factors,[],hlshaken,,,800,furthermore inflation almost certainly high next year last year see look money supply velocity analysis look key macro factor
37,1396979146723635200,2021-05-25 07:59:17,lmao keep telling inflation without actually acknowledging origins inflation,[],JCMTyellek,,,800,lmao keep tell inflation without actually acknowledge origin inflation
38,1396978991488114692,2021-05-25 07:58:40,go buy gas lumber beef inflation statistics garbage look prices normal stuff people use daily,[],FreeReignS,,,800,go buy gas lumber beef inflation statistic garbage look price normal stuff people use daily
39,1396978850186334213,2021-05-25 07:58:07,think sort pre hyperinflation inflation calm explode years,[],rightwingnutrs,,,800,think sort pre hyperinflation inflation calm explode year
40,1396978797480538113,2021-05-25 07:57:54,inflation adjusting returns  rd median family  rd median family   start journey  end nearly enough,[],hlshaken,,,800,inflation adjust return   rd median family   rd median family    start journey   end nearly enough
41,1396978777289228290,2021-05-25 07:57:49,consumer confidence rises anz anzbank australia australian bank covid future impact inflation market melbourne outbreak unemployment,"['anz', 'anzbank', 'australia', 'australian', 'bank', 'covid19', 'future', 'impact', 'inflation', 'market', 'melbourne', 'outbreak', 'unemployment']",MirageNewsCom,,,800,consumer confidence rise anz anzbank australia australian bank covid future impact inflation market melbourne outbreak unemployment
42,1396978712080494596,2021-05-25 07:57:34,wonder adjusted inflation eddie murphy beats bhc shrek movies made lot raw dollars time granted many mcu movies downey appeared forgot cast around time back school,[],EugeneFreedman,,,800,wonder adjust inflation eddie murphy beat bhc shrek movie make lot raw dollar time grant many mcu movie downey appear forgot cast around time back school
43,1396978634687188993,2021-05-25 07:57:15,inflation,[],rl88402591,,,800,inflation
44,1396978590391144450,2021-05-25 07:57:05,ment clearly demonstrates ignorance topic read white paper understand requirements monetary instrument used currency know deterministic static inflation looks like hater,[],b4RTrades,,,800,ment clearly demonstrate ignorance topic read white paper understand requirement monetary instrument use currency know deterministic static inflation look like hater
45,1396978573597188105,2021-05-25 07:57:01,retirees worried inflation may want consider adding investment portfolio bankingandfinancenews covid online banking bank business services finance home money loan lease lending markets please retweet,"['bankingandfinancenews', 'covid19', 'online', 'banking', 'bank', 'business', 'services', 'finance', 'home', 'money', 'loan', 'lease', 'lending', 'markets']",AJBlackston,,,800,retiree worry inflation may want consider add investment portfolio bankingandfinancenew covid online banking bank business service finance home money loan lease lending market please retweet
46,1396978499190149120,2021-05-25 07:56:43,knew elon one stand way stock market inflation inevitable see next bull run starting doge get,[],Ramiammoun,,,800,know elon one stand way stock market inflation inevitable see next bull run start doge get
47,1396978462263582720,2021-05-25 07:56:34,uphold chairman powell thought serve people inflation paper tiger fulfill dual mandate,[],profmusgrave,,,800,uphold chairman powell think serve people inflation paper tiger fulfill dual mandate
48,1396978398249971717,2021-05-25 07:56:19,still pay subject insane rates inflation americans good example bag fluids saline iv er visit easily run americans bill cost hospital dollar obtain,[],josinchuk_wx,,,800,still pay subject insane rate inflation americans good example bag fluid saline iv er visit easily run americans bill cost hospital dollar obtain
49,1396978342000160769,2021-05-25 07:56:05,tech update billionaire investor ray dalio says rather bitcoin bonds inflation surges reveals bought cryptocurrency let discuss digitaltransformation digitalstrategy digitalworkplace,"['digitaltransformation', 'digitalstrategy', 'digitalworkplace']",gadgetmanjay,,,800,tech update billionaire investor ray dalio say rather bitcoin bond inflation surge reveal buy cryptocurrency let discuss digitaltransformation digitalstrategy digitalworkplace
50,1396978321225883649,2021-05-25 07:56:01,never self evaluate tip sex harsh environment tough times training soon get road let alone loss ageing time flying personal failures poverty loneliness traffic inflation,[],drkimble123,,,800,never self evaluate tip sex harsh environment tough time training soon get road let alone loss age time fly personal failure poverty loneliness traffic inflation
51,1396978301533671424,2021-05-25 07:55:56,reason better investment usd rn people want  per year supply drive price inflation caused  supply doge  global currency population growth alone make deflationary,[],SashSoulsmith,,,800,reason well investment usd rn people want   per year supply drive price inflation cause   supply doge   global currency population growth alone make deflationary
52,1396978276342505477,2021-05-25 07:55:50,half produced consumed real quantities industries supported caught guard quick ramp demand   supply kinda like toilet paper beginning pandemic inflation happening,[],1smith4theroad,,,800,half produce consume real quantity industry support catch guard quick ramp demand    supply kinda like toilet paper begin pandemic inflation happen
53,1396978126446604288,2021-05-25 07:55:14,episode lumber housing cars one thing mon rising prices today bring episode inflation,[],kate_linebaugh,,,800,episode lumber housing car one thing mon rise price today bring episode inflation
54,1396977920824905729,2021-05-25 07:54:25,israel palestinian conflict inflation southern border belarus forcing jet oh nice gatorade,[],StylerRob,,,800,israel palestinian conflict inflation southern border belarus force jet oh nice gatorade
55,1396977899098546177,2021-05-25 07:54:20,comment la  nurie mondiale de puces et les difficult approvisionnement entra nent une inflation des prix zdnet tech techno,"['tech', 'techno']",ChefPhileas,,,800,comment la   nurie mondiale de puce et les difficult approvisionnement entra nent une inflation des prix zdnet tech techno
56,1396977792840052742,2021-05-25 07:53:55,michael burry shocking position revealed hyper inflation prep,[],ZBankEnt,,,800,michael burry shocking position reveal hyper inflation prep
57,1396977778747068416,2021-05-25 07:53:51,inflation protected,[],realchrisfarhat,,,800,inflation protect
58,1396977574354554886,2021-05-25 07:53:02,many investors tips accessible professionally managed less volatile way add level inflation protection unlike bitcoin,[],chriskeithBONDS,,,800,many investor tip accessible professionally manage less volatile way add level inflation protection unlike bitcoin
59,1396977572047687681,2021-05-25 07:53:02,looking tips reason auction weak investors starting think twice need expensive inflation protection,[],chriskeithBONDS,,,800,look tip reason auction weak investor starting think twice need expensive inflation protection
60,1396977561670934528,2021-05-25 07:52:59,transitory bond yields match cpi level like historically inflation due supply chain issues true rising costs,[],Profess0rP,,,800,transitory bond yield match cpi level like historically inflation due supply chain issue true rise cost
61,1396977426152890373,2021-05-25 07:52:27,hey sans offense cat ears order sexy belly inflation crap,[],SephirothLovr58,,,800,hey san offense cat ear order sexy belly inflation crap
62,1396977387741589504,2021-05-25 07:52:18,makes zimbabwe first country sadc co mesa disseminating inflation statistics within days data collection,[],tatemars,,,800,make zimbabwe first country sadc co mesa disseminate inflation statistic within day data collection
63,1396977358842826752,2021-05-25 07:52:11,literally seconds later tumbles weirdest fucking bimbofication inflation vore transformation fetish rabbit hole ever,[],elloitts,,,800,literally second later tumble weird fucking bimbofication inflation vore transformation fetish rabbit hole ever
64,1396977263908835328,2021-05-25 07:51:48,sjw minimum wage laws increase inflation,[],onesnkelewis,,,800,sjw minimum wage law increase inflation
65,1396977141363798019,2021-05-25 07:51:19,save invest steal savings inflation lol,[],paulbagginXrp,,,800,save invest steal saving inflation lol
66,1396977126880989186,2021-05-25 07:51:16,another problem fed removing last excuse raise nominal interest rate target summers say means inflation goes roof say recipe undershooting inflation target big deal though,[],1954swilliamson,,,800,another problem feed remove last excuse raise nominal interest rate target summer say mean inflation go roof say recipe undershoot inflation target big deal though
67,1396976847561265158,2021-05-25 07:50:09,us gnp grew pa next two decades us wages risen war driving tremendous aggregation purchasing power tremendous demand goods economists wrong america adapted inflation eased deja vu,[],mastersinvest,,,800,us gnp grow pa next two decade we wage rise war drive tremendous aggregation purchasing power tremendous demand good economist wrong america adapt inflation ease deja vu
68,1396976841425096704,2021-05-25 07:50:08,economy week ahead housing consumer spending inflation,[],NewsRedwing,,,800,economy week ahead housing consumer spending inflation
69,1452424662634336258,2021-10-25 07:59:58,know balloons expensive inflation dadjoke,['dadjoke'],ThreeLegPants,,,800,know balloon expensive inflation dadjoke
70,1452424659681611785,2021-10-25 07:59:58,inflation though,[],Bitcoin_phan,,,800,inflation though
71,1452424622134026240,2021-10-25 07:59:49,panies bet shoppers keep paying higher prices economy money holiday inflation news,"['economy', 'money', 'holiday', 'inflation', 'news']",TopFeaturedcom,,,800,panie bet shopper keep pay high price economy money holiday inflation news
72,1452424606199992321,2021-10-25 07:59:45,nono trust politicians say inflation usual everything fine,[],eddiemedusa,,,800,nono trust politician say inflation usual everything fine
73,1452424596410470402,2021-10-25 07:59:43,fun fact day inflation adjusted disneyland parking cost today instead almost increase cool stuff,[],aleacabri,,,800,fun fact day inflation adjust disneyland parking cost today instead almost increase cool stuff
74,1452424546498322433,2021-10-25 07:59:31,lol oh good inflation rising open borders high gas prices high unemployment hey worried gender sad,[],poloticalprof,,,800,lol oh good inflation rise open border high gas price high unemployment hey worry gender sad
75,1452424540840210443,2021-10-25 07:59:29,years current likely continuing inflation seeing right gold absolutely mooning,[],strobist,,,800,year current likely continue inflation see right gold absolutely moon
76,1452424500885299205,2021-10-25 07:59:20,way inflation going american money new cny,[],CoteEstOrleans,,,800,way inflation go american money new cny
77,1452424450268295171,2021-10-25 07:59:08,treefiddy inflation dollartree,"['treefiddy', 'inflation', 'dollartree']",CiaraMeghan,,,800,treefiddy inflation dollartree
78,1452424429363998723,2021-10-25 07:59:03,based frequency changed inflation rates december say kind,[],xwwpp,,,800,base frequency change inflation rate december say kind
79,1452424410544148481,2021-10-25 07:58:58,look northern europe ideal choose transparent taxes opposed stealth taxes fund state inflation cruel tax exacted upon unsophisticated stop trying condition downtrodden spend little condition instead,[],MarketNewsBlltn,,,800,look northern europe ideal choose transparent taxis oppose stealth taxis fund state inflation cruel tax exact upon unsophisticated stop try condition downtrodden spend little condition instead
80,1452424395994054656,2021-10-25 07:58:55,even possible make cartoon good dialogue good messages clearly heart behind also slapstick shit like getting smushed inflation cartoon physics cuz bro id hella make lifegoal,[],SilvaQular,,,800,even possible make cartoon good dialogue good message clearly heart behind also slapstick shit like getting smushe inflation cartoon physics cuz bro i d hella make lifegoal
81,1452424387727183874,2021-10-25 07:58:53,fed inflation target whenever higher unacceptable,[],RussTaylorPhD,,,800,feed inflation target whenever high unacceptable
82,1452424242486779905,2021-10-25 07:58:18,trump ignored covid make things worse downplaying experiencing inflation try facts coronna,[],sashakaralou,,,800,trump ignore covid make thing bad downplaying experience inflation try fact coronna
83,1452424225898352652,2021-10-25 07:58:14,noch funktioniert die methode der br llende tiger der sich aber bei genauerer betrachtung als wei  maus entpuppt hervorragend die bauchredner vom diw ihre apokalypsephrasen arbeitspl tzeverlust firmenexodus amp inflation wirken halt immer noch jetzt schluss damit,['diw'],PPMMal,,,800,noch funktioniert die methode der br llende tiger der sich aber bei genauerer betrachtung als wei   maus entpuppt hervorragend die bauchredn vom diw ihre apokalypsephrasen arbeitspl tzeverlust firmenexodus amp inflation wirken halt immer noch jetzt schluss damit
84,1452424213579452416,2021-10-25 07:58:11,inflation everywhere always monetary phenomenon milton friedman,[],SpectralDiscord,,,800,inflation everywhere always monetary phenomenon milton friedman
85,1452424176007106564,2021-10-25 07:58:02,wages stagnate inflation people less spend shops like aldi prosper grow high streets close people increasingly rely food banks sound familiar,[],byboshir,,,800,wage stagnate inflation people less spend shop like aldi prosper grow high street close people increasingly rely food bank sound familiar
86,1452424148077010945,2021-10-25 07:57:56,yeah man love hyper inflation,[],Furrett__,,,800,yeah man love hyper inflation
87,1452424084466409473,2021-10-25 07:57:41,anyone else recall thanksgiving dinner conversations bitcoin bull expect year add dynamic inflation exchanges ramp hiring,['bitcoin'],JackOCrypto,,,800,anyone else recall thanksgive dinner conversation bitcoin bull expect year add dynamic inflation exchange ramp hire
88,1452424031219511298,2021-10-25 07:57:28,covid vax biden strong economy bull shit global respectable hahahahaha stand putin sure looked like approving pl ending afghan war stranding americans lowering taxes leading inflation soon hyperinflation uniting americans ass,[],diegobredLT,,,800,covid vax biden strong economy bull shit global respectable hahahahaha stand putin sure look like approve pl end afghan war strand americans lower taxis lead inflation soon hyperinflation unite americans ass
89,1452423978895687681,2021-10-25 07:57:15,inflation made hats valuable throw,[],report_pigeon,,,800,inflation make hat valuable throw
90,1452423970104426496,2021-10-25 07:57:13,topic smart people talking deflation vs inflation thread educated quite bit hopefully bring clarity seeking,[],jurucutu,,,800,topic smart people talk deflation vs inflation thread educate quite bit hopefully bring clarity seek
91,1452423950051553282,2021-10-25 07:57:09,except talking venezuela ido wrong america living higher inflation expected even close hyperinflation,[],RodolfoHL_EN,,,800,except talk venezuela ido wrong america live high inflation expect even close hyperinflation
92,1452423906669776898,2021-10-25 07:56:58,tlp march inflation mehghanai personal interests,[],afzallhr,,,800,tlp march inflation mehghanai personal interest
93,1452423790487502848,2021-10-25 07:56:31,still hoping need anymore stimulus inflation running hot economy strong leave things alone,[],trixareforlibs,,,800,still hope need anymore stimulus inflation run hot economy strong leave thing alone
94,1452423781448814602,2021-10-25 07:56:28,inflation border crisis focus gfys,[],andr3th3g1ant,,,800,inflation border crisis focus gfys
95,1452423678713602051,2021-10-25 07:56:04,monetary policy causing excess demand causing inflation problems ports started year ago supply chain disruption monetary policy response cause,[],FreeEthan,,,800,monetary policy cause excess demand cause inflation problem port start year ago supply chain disruption monetary policy response cause
96,1452423669758705669,2021-10-25 07:56:02,energy inflation,[],RNR_0,,,800,energy inflation
97,1452423582466727937,2021-10-25 07:55:41,true hedge  grows inflation,[],Revhappy2,,,800,true hedge   grow inflation
98,1452423568759967754,2021-10-25 07:55:38,inflation already control fed helpless,[],mreinvest,,,800,inflation already control feed helpless
99,1452423468738232320,2021-10-25 07:55:14,edible oil prices hit record high food inflation treat soars zerohedge jamieoliver foodnetwork wfp foodandwine bflay acfusa,[],silverguru22,,,800,edible oil price hit record high food inflation treat soar zerohedge jamieoliver foodnetwork wfp foodandwine bflay acfusa
100,1452423426115874820,2021-10-25 07:55:04,actually perfect example cost push inflation joe ripples price everything also causes underlying economy slow hence stagflation,[],FinanceLancelot,,,800,actually perfect example cost push inflation joe ripple price everything also cause underlie economy slow hence stagflation
101,1452423409795690497,2021-10-25 07:55:00,bad news inflation shortages stay,[],NorCalCrush,,,800,bad news inflation shortage stay
102,1452423401163919364,2021-10-25 07:54:58,inflation supply chain shortages southern border control net importer oil,[],C_cwhite,,,800,inflation supply chain shortage southern border control net importer oil
103,1452423355139821569,2021-10-25 07:54:47,imagine economy people money  produces widget  widget  day priced purchases widget day price rises purchases widget inflation precedes increased velocity,[],xcsler,,,800,imagine economy people money   produce widget   widget   day price purchase widget day price rise purchase widget inflation precede increase velocity
104,1452423332716945408,2021-10-25 07:54:41,inflation,[],astrobebs,,,800,inflation
105,1452423256296747010,2021-10-25 07:54:23,inflate assets tax inflation good plan,[],eshow1969,,,800,inflate asset tax inflation good plan
106,1452423197962428419,2021-10-25 07:54:09,ff mais avec  inflation donne plus de les salaires  taient pas les mes les consoles taient moins ch res proportionnellement mais par contre fallait tre riche pour acheter des jeux perso mes parents en achetaient par max,[],vincent_tetard,,,800,ff mais avec   inflation donne plus de les salaire   taient pas les mes les console taient moin ch re proportionnellement mais par contre fallait tre riche pour acheter des jeux perso mes parent en achetaient par max
107,1452423125560279040,2021-10-25 07:53:52,nuts working gender strategies ppl gunned chicago homeless camps overflowing ca border crisis mention inflation supply chain disaster truly pathetic administration years,[],BlockFuzz,,,800,nut work gender strategy ppl gunned chicago homeless camp overflow can border crisis mention inflation supply chain disaster truly pathetic administration year
108,1452423088813969412,2021-10-25 07:53:43,lets see iflondexofficial make wealthy enough ignore inflation,[],hollyhubbard_x,,,800,let see iflondexofficial make wealthy enough ignore inflation
109,1452423083663319044,2021-10-25 07:53:42,taxes equals inflation transitory,[],stock_doctor,,,800,taxis equal inflation transitory
110,1452423065338527747,2021-10-25 07:53:38,inflation well lack goods shelves result manpower left workforce  back get paid stay home,[],jackdonkeyo5,,,800,inflation well lack good shelf result manpower leave workforce   back get pay stay home
111,1452423062016643075,2021-10-25 07:53:37,changing behavior due inflation already,[],paranoidbull,,,800,change behavior due inflation already
112,1452423051723825155,2021-10-25 07:53:34,gonna hyperinflation anytime soon smartest people admitting current inflation due money printing  one,[],Michko36281380,,,800,go to hyperinflation anytime soon smart people admit current inflation due money print   one
113,1452422974661922821,2021-10-25 07:53:16,hyper inflation economic tool totalitarian regime pierrepoilievreleslynlewisalexpiersonamp,[],MonicaFibonacci,,,800,hyper inflation economic tool totalitarian regime pierrepoilievreleslynlewisalexpiersonamp
114,1452422932135694337,2021-10-25 07:53:06,beat inflation getting crypto rich starting londex,[],hollyhubbard_x,,,800,beat inflation getting crypto rich start londex
115,1452422911277649928,2021-10-25 07:53:01,confusing state inflation inputs byritholtz,[],ATBWealthCLG,,,800,confusing state inflation input byritholtz
116,1452422910908542982,2021-10-25 07:53:01,tried deflating inflation,[],EBorgnot,,,800,try deflate inflation
117,1452422893896339456,2021-10-25 07:52:57,key words yellen predicts inflation return normal second half finance money trading debtfree news currency globaltrade investment investing stockmarket wealth realestate markets economy,"['finance', 'money', 'trading', 'debtfree', 'news', 'currency', 'globaltrade', 'investment', 'investing', 'stockmarket', 'wealth', 'realestate', 'markets', 'economy']",PennyboisStock,,,800,key word yellen predict inflation return normal second half finance money trading debtfree news currency globaltrade investment invest stockmarket wealth realestate market economy
118,1452422868415954947,2021-10-25 07:52:51,sleepy creepy turn back oil line lift regulations fossil fuel got rid quick think inflation thing go away,[],GolfLaddie,,,800,sleepy creepy turn back oil line lift regulation fossil fuel got rid quick think inflation thing go away
119,1452422790213095426,2021-10-25 07:52:32,bination raw material inflation weak consumer spending made third quarter brutal period china panies viabusiness,[],catkngai,,,800,bination raw material inflation weak consumer spending make third quarter brutal period china panie viabusiness
120,1452422780696219648,2021-10-25 07:52:30,inflation see eth wallet thanks tolondexofficial,[],hollyhubbard_x,,,800,inflation see eth wallet thank tolondexofficial
121,1452422778624245760,2021-10-25 07:52:29,already way inflation maybe read speak,[],1LuckyVirgo1,,,800,already way inflation maybe read speak
122,1452422769048788994,2021-10-25 07:52:27,former prime minister jean chretien says concerned future canada economy inflation near year high saying canada moving dark alley exactly sound like vote confidence justin trudeau,[],levinepmc,,,800,former prime minister jean chretien say concerned future canada economy inflation near year high say canada move dark alley exactly sound like vote confidence justin trudeau
123,1452422763906404352,2021-10-25 07:52:26,problem government manipulators currency labour constantly losing value unless got raise year  close keeping inflation,[],haykeye13,,,800,problem government manipulator currency labour constantly lose value unless get raise year   close keep inflation
124,1452422670608445452,2021-10-25 07:52:04,happens unrealized capital loss tax credits gt print money gt inflation sooo dumb,[],DielFactor,,,800,happen unrealized capital loss tax credit gt print money gt inflation sooo dumb
125,1452422654003015681,2021-10-25 07:52:00,true value saving fellow humans creating wealth building financial product earns yield inflation reducing velocity better price literally saving humans investing funds longevity research hex hex,['hex'],hexfridman,,,800,true value save fellow human create wealth build financial product earn yield inflation reduce velocity well price literally save human invest fund longevity research hex hex
126,1452422629789364225,2021-10-25 07:51:54,inflation real look thelondexofficial charts,[],hollyhubbard_x,,,800,inflation real look thelondexofficial chart
127,1452422616598421516,2021-10-25 07:51:51,herepgregmurphy even get inflation fuels  cohorts including business folk district concern inflation liberal thing,[],EL44766671,,,800,herepgregmurphy even get inflation fuel   cohort include business folk district concern inflation liberal thing
148,1364725694333394952,2021-02-25 07:55:35,saying increase minimum wage lead increase purchasing power going get eaten inflation,[],MadisonOscare,,,800,say increase minimum wage lead increase purchasing power going get eat inflation
149,1364725605233737730,2021-02-25 07:55:14,big news rbnz inflation targeting central banks generally house prices accelerated many countries running,[],Manu_CB,,,800,big news rbnz inflation target central bank generally house price accelerate many country run
150,1364725581997166592,2021-02-25 07:55:08,aside obvious disregard inflation amp cost living thune says businesses small towns survive narrow margins course also anyone working small town tell exploitative businesses barely scrape,[],tlesam,,,800,aside obvious disregard inflation amp cost living thune say business small town survive narrow margin course also anyone work small town tell exploitative business barely scrape
151,1364725569531768835,2021-02-25 07:55:05,sort money ludicrous sport still went afl grand final people family ticket event plus cheapest ticket inflation bitch people bear,[],punt_rd,,,800,sort money ludicrous sport still go afl grand final people family ticket event plus cheap ticket inflation bitch people bear
152,1364725556382679042,2021-02-25 07:55:02,short march back inflation like today policy makers bigger worries prices spike crushed economy stimulus policy prove excessive economy normalizes risk inflation taken lightly,[],lonestarcan,,,800,short march back inflation like today policy maker big worry price spike crush economy stimulus policy prove excessive economy normalize risk inflation take lightly
153,1364725555548082180,2021-02-25 07:55:02,looked metal prices coinage long great example dilution coinage inflation causes,[],MarkWVick,,,800,look metal price coinage long great example dilution coinage inflation cause
154,1364725547775975432,2021-02-25 07:55:00,increasing interest rates unlikely fed goals maximum employment inflation achieved chairman jerome powell said,[],MyNews13,,,800,increase interest rate unlikely fed goal maximum employment inflation achieve chairman jerome powell say
155,1364725475894042626,2021-02-25 07:54:43,third concern central regulation people ignore maximum inventory concept inflation happen right much trust humans,[],MimiIsHere4You,,,800,third concern central regulation people ignore maximum inventory concept inflation happen right much trust human
